univ_id
8ED1D0CE-F122-4B37-A849-25F81B335395
0D1E63E9-CBFB-4546-A242-875C310083A5
C66A9D94-40C8-4B72-AFB9-43847364B1BE
5AADF3DF-D0F8-4A17-BDFD-6108FC5CE405
DE2CF910-1B98-4E48-A665-4CA8F6005259
1804CC66-CB19-4E93-8B3F-1AF71AD469FF
B5FDF347-931D-46C8-BB95-20B7B1C8B5BA
54D01BF3-8255-474B-B96D-4426135EED01
4A803373-C521-4F44-88D0-BE28ADA9E67A
73437CE0-162D-4D24-86BE-D419F951868D
0E60B184-1293-4525-8CC0-40082012E830
E18FFBBC-1BD9-4942-85D2-13B0222EE0CF
4AF73498-3803-4F49-AA64-CAF82C554CCE
476F0B0B-48D5-438A-9721-41A1CEB647B1
E890EFD6-EDC3-46B9-8DF6-E9F24BD8E1A2
C156DEFD-782A-459B-B134-24C4648A9D13
18970F94-6AD9-4E7E-AF0C-A18DE95EEB31
F2A68C1F-516B-4A6D-92E4-34E5C11BB68D
99A3B7AF-6470-4D18-8B06-09941E663B07
48715469-C165-482D-B7BF-87B8A268E5A3
4E9AF81D-F737-47DA-92FC-D2AE024A9C34
EF2A55B7-1CB8-40FC-8D37-B110440E425E
36AB4A7A-0F79-4F6C-906C-C30A560FB448
58FCFE7A-B0D3-4F75-9099-4ECF841F38EA
B9507FAB-2874-4DCD-9C37-4C921C231210
E2B705A7-173E-464A-9FAC-509128709515
5BF3AC1D-36F4-4338-AC0E-106D697C3301
8E5D195A-0035-41AA-AFEF-DB715A37B8DA
90CC06A9-83E4-4DD8-9B06-E8D205A0D9F0
7760F243-9B7F-4699-8FF3-F9A6ABA174B7
0F460F97-6D47-4D96-8A2A-4361EA04F3E8
1784B927-347A-425D-8DCF-7CE8FD4E0002
7AC51265-ECC2-44D7-8FB2-717D3CF1ABC5
BCF63B07-E702-4907-9621-21DD7AEF74B4
E3475622-D965-46BA-86A6-3B8F8F8C52E7
C6EAD07E-433F-4CE8-992E-41A50F2C718A
52DD4411-DDD0-4FE6-B5EC-F6F367DBCF97
A04AAFF8-5F81-4756-B914-73DCFED33932
CB1154B4-10BA-4712-B916-36051BA7C32F
FA83A9FF-74B2-4938-854A-0F4915D5A41D
A58588A8-0F52-4D4D-8AA8-F83278A56559
2A0DC9EB-3925-4D68-9543-1F2B8EDBD5EF
